n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower validite
20 5 1 1 0 ras True True 0.00588 0.794 0.0 139.98 139.98 139.98 1
20 5 1 1 1 ras True True 0.00803 1.328 0.25 171.75 171.75 171.329 1
20 5 1 1 2 ras True True 0.00536 1.223 0.0 171.41 171.41 171.41 1
20 5 1 2 0 ras True True 0.06231 2.07 0.7 139.98 139.98 138.994 1
20 5 1 2 1 ras True True 0.22363 28.65 0.0 171.41 171.41 171.41 1
20 5 1 2 2 ras True True 0.46446 9.032 0.0 171.41 171.41 171.41 1
20 5 1 3 0 ras True True 0.05804 0.484 0.54 139.98 139.98 139.22 1
20 5 1 3 1 ras True True 0.08914 2.465 0.0 171.41 171.41 171.41 1
20 5 1 3 2 ras True True 0.4448 3.68 0.0 171.41 171.41 171.41 1
20 5 2 1 0 ras True True 0.00602 0.864 0.14 116.52 116.52 116.36 1
20 5 2 1 1 ras True True 0.00637 1.432 0.25 153.17 153.17 152.78 1
20 5 2 1 2 ras True True 0.00509 2.825 0.0 153.17 153.17 153.17 1
20 5 2 2 0 ras True True 0.06195 0.691 0.0 116.36 116.36 116.36 1
20 5 2 2 1 ras True True 0.23186 52.692 0.0 153.17 153.17 153.17 1
20 5 2 2 2 ras True True 0.45868 24.851 0.61 153.22 153.22 152.287 1
20 5 2 3 0 ras True True 0.05954 0.379 0.0 116.36 116.36 116.36 1
20 5 2 3 1 ras True True 0.08798 3.738 0.0 153.17 153.17 153.17 1
20 5 2 3 2 ras True True 0.45985 3.139 0.0 153.17 153.17 153.17 1
20 5 3 1 0 ras True True 0.00591 0.822 0.0 129.45 129.45 129.45 1
20 5 3 1 1 ras True True 0.00706 1.574 0.0 215.64 215.64 215.64 1
20 5 3 1 2 ras True True 0.00578 1.225 0.0 215.64 215.64 215.64 1
20 5 3 2 0 ras True True 0.06261 0.849 0.49 129.45 129.45 128.82 1
20 5 3 2 1 ras True True 0.2294 26.98 0.0 215.64 215.64 215.64 1
20 5 3 2 2 ras True True 0.4665 20.27 0.0 215.64 215.64 215.64 1
20 5 3 3 0 ras True True 0.05903 0.436 0.0 129.45 129.45 129.45 1
20 5 3 3 1 ras True True 0.09017 2.782 0.0 215.64 215.64 215.64 1
20 5 3 3 2 ras True True 0.46162 4.156 0.0 215.64 215.64 215.64 1
20 5 4 1 0 ras True True 0.00585 1.03 0.0 124.2 124.2 124.2 1
20 5 4 1 1 ras True True 0.00694 1.439 0.0 178.76 178.76 178.76 1
20 5 4 1 2 ras True True 0.00542 1.052 0.36 179.4 179.4 178.76 1
20 5 4 2 0 ras True True 0.06224 0.559 0.0 124.2 124.2 124.2 1
20 5 4 2 1 ras True True 0.23575 26.339 0.0 178.76 178.76 178.76 1
20 5 4 2 2 ras True True 0.47533 13.537 0.18 179.08 179.08 178.76 1
20 5 4 3 0 ras True True 0.05848 0.473 0.0 124.2 124.2 124.2 1
20 5 4 3 1 ras True True 0.0891 3.108 0.0 178.76 178.76 178.76 1
20 5 4 3 2 ras True True 0.44596 3.342 0.0 178.76 178.76 178.76 1
20 5 5 1 0 ras True True 0.00586 1.046 0.0 123.91 123.91 123.91 1
20 5 5 1 1 ras True True 0.00688 2.67 0.0 135.79 135.79 135.79 1
20 5 5 1 2 ras True True 0.00542 1.573 0.49 135.79 135.79 135.13 1
20 5 5 2 0 ras True True 0.06032 0.821 0.72 123.91 123.91 123.02 1
20 5 5 2 1 ras True True 0.23669 37.924 0.0 135.79 135.79 135.79 1
20 5 5 2 2 ras True True 0.46713 9.517 0.0 135.79 135.79 135.79 1
20 5 5 3 0 ras True True 0.0577 0.409 0.0 123.91 123.91 123.91 1
20 5 5 3 1 ras True True 0.08957 3.025 0.0 135.79 135.79 135.79 1
20 5 5 3 2 ras True True 0.46497 3.142 0.0 135.79 135.79 135.79 1
20 6 1 1 0 ras True True 0.00591 0.891 0.0 111.04 111.04 111.04 1
20 6 1 1 1 ras True True 0.00686 1.181 0.0 143.89 143.89 143.89 1
20 6 1 1 2 ras True True 0.00546 2.127 0.0 143.89 143.89 143.89 1
20 6 1 2 0 ras True True 0.06209 1.787 0.24 111.04 111.04 110.775 1
20 6 1 2 1 ras True True 0.22483 66.19 0.0 143.89 143.89 143.89 1
20 6 1 2 2 ras True True 0.46952 20.32 0.0 143.89 143.89 143.89 1
20 6 1 3 0 ras True True 0.0589 0.444 0.0 111.04 111.04 111.04 1
20 6 1 3 1 ras True True 0.08968 4.223 0.0 143.89 143.89 143.89 1
20 6 1 3 2 ras True True 0.4549 4.277 0.0 143.89 143.89 143.89 1
20 6 2 1 0 ras True True 0.00591 1.121 0.0 120.7 120.7 120.7 1
20 6 2 1 1 ras True True 0.00708 3.193 0.0 174.04 174.04 174.04 1
20 6 2 1 2 ras True True 0.00544 2.624 0.0 174.04 174.04 174.04 1
20 6 2 2 0 ras True True 0.06067 1.198 0.75 120.7 120.7 119.79 1
20 6 2 2 1 ras True True 0.23067 91.377 0.55 174.04 174.04 173.09 1
20 6 2 2 2 ras True True 0.46277 23.995 0.45 174.04 174.04 173.26 1
20 6 2 3 0 ras True True 0.05957 0.443 0.0 120.7 120.7 120.7 1
20 6 2 3 1 ras True True 0.08858 3.84 0.0 174.04 174.04 174.04 1
20 6 2 3 2 ras True True 0.46886 15.226 0.0 174.04 174.04 174.04 1
20 6 3 1 0 ras True True 0.00614 1.085 0.0 84.86 84.86 84.86 1
20 6 3 1 1 ras True True 0.00691 1.486 0.55 142.28 142.28 141.493 1
20 6 3 1 2 ras True True 0.00548 2.916 0.0 142.28 142.28 142.28 1
20 6 3 2 0 ras True True 0.06256 0.249 0.0 84.86 84.86 84.86 1
20 6 3 2 1 ras True True 0.23813 65.248 0.0 142.28 142.28 142.28 1
20 6 3 2 2 ras True True 0.47118 30.835 0.48 142.97 142.97 142.28 1
20 6 3 3 0 ras True True 0.05908 0.374 0.0 84.86 84.86 84.86 1
20 6 3 3 1 ras True True 0.09197 3.963 0.0 142.28 142.28 142.28 1
20 6 3 3 2 ras True True 0.46175 26.151 0.0 142.28 142.28 142.28 1
20 6 4 1 0 ras True True 0.00596 1.058 0.0 121.0 121.0 121.0 1
20 6 4 1 1 ras True True 0.00698 2.538 0.0 154.55 154.55 154.55 1
20 6 4 1 2 ras True True 0.00562 2.114 0.0 154.55 154.55 154.55 1
20 6 4 2 0 ras True True 0.06232 2.801 0.48 121.0 121.0 120.42 1
20 6 4 2 1 ras True True 0.2346 49.754 0.0 154.55 154.55 154.55 1
20 6 4 2 2 ras True True 0.48327 27.281 0.62 154.55 154.55 153.59 1
20 6 4 3 0 ras True True 0.06 0.526 0.0 121.0 121.0 121.0 1
20 6 4 3 1 ras True True 0.09244 4.49 0.0 154.55 154.55 154.55 1
20 6 4 3 2 ras True True 0.45061 3.742 0.0 154.55 154.55 154.55 1
20 6 5 1 0 ras True True 0.00598 0.652 0.0 123.69 123.69 123.69 1
20 6 5 1 1 ras True True 0.00702 2.927 0.0 150.47 150.47 150.47 1
20 6 5 1 2 ras True True 0.00564 2.138 0.0 150.47 150.47 150.47 1
20 6 5 2 0 ras True True 0.06283 2.335 0.75 123.69 123.69 122.763 1
20 6 5 2 1 ras True True 0.23276 32.122 0.0 150.47 150.47 150.47 1
20 6 5 2 2 ras True True 0.47269 19.592 0.0 150.47 150.47 150.47 1
20 6 5 3 0 ras True True 0.05872 0.427 0.0 123.69 123.69 123.69 1
20 6 5 3 1 ras True True 0.09147 2.272 0.0 150.47 150.47 150.47 1
20 6 5 3 2 ras True True 0.44748 3.745 0.0 150.47 150.47 150.47 1
