n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower validite
5 1 5 2 1 ras True True 0.00241 0.008 0.0 112.29 112.29 112.29 1
5 1 5 2 2 ras True True 0.00323 0.007 0.0 112.29 112.29 112.29 1
5 1 5 3 0 ras True True 0.00125 0.005 0.0 112.29 112.29 112.29 1
5 1 5 3 1 ras True True 0.00249 0.007 0.0 112.29 112.29 112.29 1
5 1 5 3 2 ras True True 0.00351 0.008 0.0 112.29 112.29 112.29 1
5 2 1 1 0 ras True True 0.00159 0.007 0.0 66.71 66.71 66.71 1
5 2 1 1 1 ras True True 0.00147 0.007 0.0 66.71 66.71 66.71 1
5 2 1 1 2 ras True True 0.00137 0.008 0.0 66.71 66.71 66.71 1
5 2 1 2 0 ras True True 0.00127 0.005 0.0 66.71 66.71 66.71 1
5 2 1 2 1 ras True True 0.00213 0.009 0.0 66.71 66.71 66.71 1
5 2 1 2 2 ras True True 0.00334 0.009 0.0 66.71 66.71 66.71 1
5 2 1 3 0 ras True True 0.00168 0.005 0.0 66.71 66.71 66.71 1
5 2 1 3 1 ras True True 0.00203 0.008 0.0 66.71 66.71 66.71 1
5 2 1 3 2 ras True True 0.00307 0.009 0.0 66.71 66.71 66.71 1
5 2 2 1 0 ras True True 0.0015 0.008 0.0 51.66 51.66 51.66 1
5 2 2 1 1 ras True True 0.00151 0.01 1.03 51.66 51.66 51.128 1
5 2 2 1 2 ras True True 0.00136 0.008 0.0 51.66 51.66 51.66 1
5 2 2 2 0 ras True True 0.00145 0.005 0.0 51.66 51.66 51.66 1
5 2 2 2 1 ras True True 0.00267 0.009 0.0 51.66 51.66 51.66 1
5 2 2 2 2 ras True True 0.00439 0.008 0.0 51.66 51.66 51.66 1
5 2 2 3 0 ras True True 0.00131 0.005 0.0 51.66 51.66 51.66 1
5 2 2 3 1 ras True True 0.00206 0.007 0.0 51.66 51.66 51.66 1
5 2 2 3 2 ras True True 0.0032 0.008 0.0 51.66 51.66 51.66 1
5 2 3 1 0 ras True True 0.00154 0.017 0.0 93.06 93.06 93.06 1
5 2 3 1 1 ras True True 0.00154 0.017 0.0 93.06 93.06 93.06 1
5 2 3 1 2 ras True True 0.00168 0.017 0.0 93.06 93.06 93.06 1
5 2 3 2 0 ras True True 0.00154 0.005 0.0 93.06 93.06 93.06 1
5 2 3 2 1 ras True True 0.00268 0.012 0.0 93.06 93.06 93.06 1
5 2 3 2 2 ras True True 0.00336 0.01 0.0 93.06 93.06 93.06 1
5 2 3 3 0 ras True True 0.00157 0.005 0.0 93.06 93.06 93.06 1
5 2 3 3 1 ras True True 0.00208 0.012 0.0 93.06 93.06 93.06 1
5 2 3 3 2 ras True True 0.0031 0.011 0.0 93.06 93.06 93.06 1
5 2 4 1 0 ras True True 0.00148 0.006 0.0 112.45 112.45 112.45 1
5 2 4 1 1 ras True True 0.00151 0.012 0.0 142.43 142.43 142.43 1
5 2 4 1 2 ras True True 0.0014 0.011 0.0 142.43 142.43 142.43 1
5 2 4 2 0 ras True True 0.00134 0.006 0.0 112.45 112.45 112.45 1
5 2 4 2 1 ras True True 0.00228 0.013 0.0 142.43 142.43 142.43 1
5 2 4 2 2 ras True True 0.00338 0.014 0.0 142.43 142.43 142.43 1
5 2 4 3 0 ras True True 0.00132 0.006 0.0 112.45 112.45 112.45 1
5 2 4 3 1 ras True True 0.00209 0.01 0.0 142.43 142.43 142.43 1
5 2 4 3 2 ras True True 0.00372 0.016 0.0 142.43 142.43 142.43 1
5 2 5 1 0 ras True True 0.00149 0.014 0.0 64.4 64.4 64.4 1
5 2 5 1 1 ras True True 0.0015 0.022 0.0 138.84 138.84 138.84 1
5 2 5 1 2 ras True True 0.0014 0.01 0.0 138.84 138.84 138.84 1
5 2 5 2 0 ras True True 0.00132 0.005 0.0 64.4 64.4 64.4 1
5 2 5 2 1 ras True True 0.00266 0.053 0.0 138.84 138.84 138.84 1
5 2 5 2 2 ras True True 0.00329 0.027 0.0 138.84 138.84 138.84 1
5 2 5 3 0 ras True True 0.00127 0.005 0.0 64.4 64.4 64.4 1
5 2 5 3 1 ras True True 0.00222 0.015 0.0 138.84 138.84 138.84 1
5 2 5 3 2 ras True True 0.00312 0.023 0.0 138.84 138.84 138.84 1
5 3 1 1 0 ras True True 0.00157 0.019 0.53 83.49 83.49 83.047 1
5 3 1 1 1 ras True True 0.00154 0.014 0.73 132.0 132.0 131.03 1
5 3 1 1 2 ras True True 0.00146 0.012 0.0 132.0 132.0 132.0 1
5 3 1 2 0 ras True True 0.00133 0.005 0.0 83.49 83.49 83.49 1
5 3 1 2 1 ras True True 0.00268 0.01 0.0 132.0 132.0 132.0 1
5 3 1 2 2 ras True True 0.00445 0.009 0.0 132.0 132.0 132.0 1
5 3 1 3 0 ras True True 0.00129 0.005 0.0 83.49 83.49 83.49 1
5 3 1 3 1 ras True True 0.00313 0.01 0.0 132.0 132.0 132.0 1
5 3 1 3 2 ras True True 0.00318 0.014 0.0 132.0 132.0 132.0 1
5 3 2 1 0 ras True True 0.00164 0.007 0.0 81.15 81.15 81.15 1
5 3 2 1 1 ras True True 0.00181 0.008 0.0 121.12 121.12 121.12 1
5 3 2 1 2 ras True True 0.00141 0.017 0.0 121.12 121.12 121.12 1
5 3 2 2 0 ras True True 0.0013 0.005 0.0 81.15 81.15 81.15 1
5 3 2 2 1 ras True True 0.00279 0.014 0.0 121.12 121.12 121.12 1
5 3 2 2 2 ras True True 0.00394 0.025 0.0 121.12 121.12 121.12 1
5 3 2 3 0 ras True True 0.00136 0.005 0.0 81.15 81.15 81.15 1
5 3 2 3 1 ras True True 0.00209 0.016 0.0 121.12 121.12 121.12 1
5 3 2 3 2 ras True True 0.00325 0.02 0.0 121.12 121.12 121.12 1
5 3 3 1 0 ras True True 0.00153 0.016 0.62 34.48 34.48 34.267 1
5 3 3 1 1 irréalisable False False 0.00148 -1 -1 -1 -1 -1 0
5 3 3 1 2 irréalisable False False 0.00141 -1 -1 -1 -1 -1 0
5 3 3 2 0 ras True True 0.00134 0.005 0.0 34.48 34.48 34.48 1
5 3 3 2 1 irréalisable False False 0.00219 -1 -1 -1 -1 -1 0
5 3 3 2 2 irréalisable False False 0.00379 -1 -1 -1 -1 -1 0
5 3 3 3 0 ras True True 0.0014 0.005 0.0 34.48 34.48 34.48 1
5 3 3 3 1 irréalisable False False 0.0021 -1 -1 -1 -1 -1 0
5 3 3 3 2 irréalisable False False 0.00363 -1 -1 -1 -1 -1 0
5 3 4 1 0 ras True True 0.00159 0.007 0.0 66.61 66.61 66.61 1
5 3 4 1 1 irréalisable False False 0.00157 -1 -1 -1 -1 -1 0
5 3 4 1 2 irréalisable False False 0.00141 -1 -1 -1 -1 -1 0
5 3 4 2 0 ras True True 0.00136 0.005 0.0 66.61 66.61 66.61 1
5 3 4 2 1 irréalisable False False 0.00236 -1 -1 -1 -1 -1 0
5 3 4 2 2 irréalisable False False 0.00385 -1 -1 -1 -1 -1 0
5 3 4 3 0 ras True True 0.0013 0.005 0.0 66.61 66.61 66.61 1
5 3 4 3 1 irréalisable False False 0.00318 -1 -1 -1 -1 -1 0
5 3 4 3 2 irréalisable False False 0.0035 -1 -1 -1 -1 -1 0
5 3 5 1 0 ras True True 0.00166 0.008 0.0 61.2 61.2 61.2 1
5 3 5 1 1 ras True True 0.00152 0.008 0.0 61.2 61.2 61.2 1
5 3 5 1 2 ras True True 0.00142 0.006 0.0 61.2 61.2 61.199 1
5 3 5 2 0 ras True True 0.00134 0.005 0.0 61.2 61.2 61.2 1
5 3 5 2 1 ras True True 0.00228 0.009 0.0 61.2 61.2 61.2 1
5 3 5 2 2 ras True True 0.00334 0.008 0.0 61.2 61.2 61.2 1
5 3 5 3 0 ras True True 0.0014 0.005 0.0 61.2 61.2 61.2 1
5 3 5 3 1 ras True True 0.0021 0.008 0.0 61.2 61.2 61.2 1
5 3 5 3 2 ras True True 0.00382 0.009 0.0 61.2 61.2 61.2 1
