n p i v c erreur statut etat temps_creation temps gap obj obj_upper obj_lower
30 7 4 3 1 ras True False 0.36473 301.024 54.87 206.85 206.85 93.345
30 7 4 3 2 ras True False 2.3446 301.493 15.08 190.91 190.91 162.12
30 7 5 1 0 ras True True 0.02432 0.081 0.0 5.232 5.232 5.232
30 7 5 1 1 ras True True 0.02315 0.102 0.0 6.341 6.341 6.341
30 7 5 1 2 ras True True 0.0208 0.038 0.0 0.0 0.0 0.0
30 7 5 2 0 ras True True 0.2492 0.916 0.0 104.097 104.097 104.097
30 7 5 2 1 ras True False 1.27681 304.995 41.41 188.6 188.6 110.502
30 7 5 2 2 ras True False 2.50978 301.58 51.87 217.2 217.2 104.543
30 7 5 3 0 ras True True 0.22219 0.766 0.0 23.373 23.373 23.373
30 7 5 3 1 ras True False 0.36285 301.05 73.84 186.1 186.1 48.682
30 7 5 3 2 ras True False 2.38901 301.491 85.85 188.6 188.6 26.69
30 10 1 1 0 ras True True 0.02166 0.075 0.0 4.176 4.176 4.176
30 10 1 1 1 ras True True 0.02432 0.095 0.0 4.985 4.985 4.985
30 10 1 1 2 ras True True 0.02064 0.036 0.0 0.0 0.0 0.0
30 10 1 2 0 ras True True 0.25695 0.9 0.0 71.046 71.046 71.046
30 10 1 2 1 ras True False 1.2472 305.242 44.51 141.89 141.89 78.74
30 10 1 2 2 ras True False 3.21244 301.985 49.84 141.89 141.89 71.171
30 10 1 3 0 ras True True 0.23011 0.773 0.0 8.847 8.847 8.847
30 10 1 3 1 ras True False 0.37431 301.047 79.68 141.89 141.89 28.835
30 10 1 3 2 ras True False 2.42386 301.55 78.99 141.89 141.89 29.809
30 10 2 1 0 ras True True 0.02868 0.094 0.0 4.218 4.218 4.218
30 10 2 1 1 ras True True 0.03 0.116 0.0 5.181 5.181 5.181
30 10 2 1 2 ras True True 0.02612 0.05 0.0 0.0 0.0 0.0
30 10 2 2 0 ras True True 0.32457 0.889 0.0 68.175 68.175 68.175
30 10 2 2 1 ras True False 1.15501 304.917 56.74 187.68 187.68 81.19
30 10 2 2 2 ras True False 2.38634 301.475 53.91 163.47 163.47 75.34
30 10 2 3 0 ras True True 0.2244 0.818 0.0 11.76 11.76 11.76
30 10 2 3 1 ras True False 0.37726 301.073 80.34 156.63 156.63 30.796
30 10 2 3 2 ras True False 2.26941 301.451 91.0 181.02 181.02 16.296
30 10 3 1 0 ras True True 0.0249 0.073 0.0 4.605 4.605 4.605
30 10 3 1 1 ras True True 0.02444 0.109 0.0 5.766 5.766 5.766
30 10 3 1 2 ras True True 0.01109 0.038 0.0 0.0 0.0 0.0
30 10 3 2 0 ras True True 0.25964 0.882 0.0 74.688 74.688 74.688
30 10 3 2 1 ras True False 1.23582 305.121 69.61 271.67 271.67 82.56
30 10 3 2 2 ras True False 3.17844 301.986 56.03 171.13 171.13 75.245
30 10 3 3 0 ras True True 0.23144 0.806 0.0 9.227 9.227 9.227
30 10 3 3 1 ras True False 0.36333 301.056 81.49 161.38 161.38 29.874
30 10 3 3 2 ras True False 2.28013 301.482 87.44 161.38 161.38 20.273
30 10 4 1 0 ras True True 0.0221 0.076 0.0 4.58 4.58 4.58
30 10 4 1 1 ras True True 0.02399 0.108 0.0 5.496 5.496 5.496
30 10 4 1 2 ras True True 0.02052 0.037 0.0 0.0 0.0 0.0
30 10 4 2 0 ras True True 0.25717 0.887 0.0 78.812 78.812 78.812
30 10 4 2 1 ras True False 1.24174 305.093 72.73 321.4 321.4 87.645
30 10 4 2 2 ras True False 3.19403 301.972 66.9 270.74 270.74 89.617
30 10 4 3 0 ras True True 0.22763 0.799 0.0 12.04 12.04 12.04
30 10 4 3 1 ras True False 0.37431 301.067 88.98 274.59 274.59 30.25
30 10 4 3 2 ras True False 2.44407 301.549 92.19 214.71 214.71 16.778
30 10 5 1 0 ras True True 0.02866 0.1 0.0 4.128 4.128 4.128
30 10 5 1 1 ras True True 0.03019 0.134 0.0 5.281 5.281 5.281
30 10 5 1 2 ras True True 0.03133 0.05 0.0 0.0 0.0 0.0
30 10 5 2 0 ras True True 0.32013 1.122 0.0 68.475 68.475 68.475
30 10 5 2 1 ras True False 1.28354 304.741 62.19 217.22 217.22 82.137
30 10 5 2 2 ras True False 3.18122 301.97 55.28 177.56 177.56 79.4
30 10 5 3 0 ras True True 0.21992 0.739 0.0 21.85 21.85 21.85
30 10 5 3 1 ras True False 0.355 301.031 76.81 176.82 176.82 41.009
30 10 5 3 2 ras True False 2.42629 301.571 79.46 142.43 142.43 29.254
